,Sport,predicted_item_1,acc1,predicted_item_2,acc2,img
1753,nascar racing,racer,0.98608243,sports_car,0.011991086,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/029.jpg
1754,nascar racing,racer,0.9853676,sports_car,0.013148293,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/001.jpg
1755,nascar racing,racer,0.88349783,sports_car,0.1058326,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/015.jpg
1756,nascar racing,racer,0.9805243,sports_car,0.012473607,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/014.jpg
1757,nascar racing,racer,0.9810472,sports_car,0.014820817,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/028.jpg
1758,nascar racing,racer,0.9175213,sports_car,0.061512493,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/160.jpg
1759,nascar racing,racer,0.6967741,sports_car,0.28789505,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/174.jpg
1760,nascar racing,racer,0.9874149,go-kart,0.0070782434,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/148.jpg
1761,nascar racing,racer,0.7697139,sports_car,0.21193331,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/170.jpg
1762,nascar racing,racer,0.85938513,sports_car,0.10574061,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/164.jpg
1763,nascar racing,racer,0.7400467,sports_car,0.20658389,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/158.jpg
1764,nascar racing,racer,0.8121863,car_wheel,0.064395495,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/004.jpg
1765,nascar racing,racer,0.5377218,fire_engine,0.11354118,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/010.jpg
1766,nascar racing,racer,0.8607304,sports_car,0.10019918,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/038.jpg
1767,nascar racing,racer,0.91187507,tow_truck,0.0284337,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/039.jpg
1768,nascar racing,racer,0.48978743,sports_car,0.45056832,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/011.jpg
1769,nascar racing,racer,0.50648004,sports_car,0.46158034,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/nascar racing/005.jpg
1770,olympic wrestling,volleyball,0.6866455,basketball,0.16391106,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/162.jpg
1771,olympic wrestling,maillot,0.29203552,balance_beam,0.2330554,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/016.jpg
1772,olympic wrestling,horizontal_bar,0.207683,balance_beam,0.20360294,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/002.jpg
1773,olympic wrestling,knee_pad,0.29392055,basketball,0.16886342,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/003.jpg
1774,olympic wrestling,balance_beam,0.87565476,horizontal_bar,0.078908496,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/017.jpg
1775,olympic wrestling,balance_beam,0.40012664,horizontal_bar,0.3547161,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/163.jpg
1776,olympic wrestling,parallel_bars,0.51351935,horizontal_bar,0.41677222,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/149.jpg
1777,olympic wrestling,parallel_bars,0.5029532,horizontal_bar,0.36252418,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/161.jpg
1778,olympic wrestling,balance_beam,0.7592279,horizontal_bar,0.11581342,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/029.jpg
1779,olympic wrestling,volleyball,0.5367471,diaper,0.11088102,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/001.jpg
1780,olympic wrestling,soccer_ball,0.324905,volleyball,0.18283002,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/015.jpg
1781,olympic wrestling,parallel_bars,0.9206057,dumbbell,0.022001881,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/014.jpg
1782,olympic wrestling,horizontal_bar,0.4656551,balance_beam,0.45504782,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/028.jpg
1783,olympic wrestling,parallel_bars,0.4446018,balance_beam,0.30068693,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/160.jpg
1784,olympic wrestling,parallel_bars,0.46697807,horizontal_bar,0.4232497,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/148.jpg
1785,olympic wrestling,balance_beam,0.31180882,horizontal_bar,0.27282304,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/164.jpg
1786,olympic wrestling,barbell,0.543993,volleyball,0.11032585,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/158.jpg
1787,olympic wrestling,balance_beam,0.89022416,horizontal_bar,0.09244758,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/004.jpg
1788,olympic wrestling,balance_beam,0.21154673,stage,0.19694081,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/010.jpg
1789,olympic wrestling,balance_beam,0.42413443,parallel_bars,0.29983333,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/038.jpg
1790,olympic wrestling,parallel_bars,0.63005495,horizontal_bar,0.24426772,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/039.jpg
1791,olympic wrestling,balance_beam,0.59664065,parallel_bars,0.21837667,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/011.jpg
1792,olympic wrestling,balance_beam,0.87999135,basketball,0.03384088,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/005.jpg
1793,olympic wrestling,balance_beam,0.4906188,maillot,0.23913997,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/159.jpg
1794,olympic wrestling,parallel_bars,0.5793625,balance_beam,0.22988288,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/165.jpg
1795,olympic wrestling,maillot,0.6460409,pole,0.03552761,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/167.jpg
1796,olympic wrestling,horizontal_bar,0.610467,parallel_bars,0.22200821,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/013.jpg
1797,olympic wrestling,knee_pad,0.5885564,balance_beam,0.19019327,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/007.jpg
1798,olympic wrestling,basketball,0.8096146,balance_beam,0.12380607,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/006.jpg
1799,olympic wrestling,parallel_bars,0.46625063,bikini,0.17870408,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/olympic wrestling/012.jpg
1800,parallel bar,parallel_bars,0.947776,horizontal_bar,0.03435055,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/016.jpg
1801,parallel bar,parallel_bars,0.7612893,stage,0.10520626,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/002.jpg
1802,parallel bar,parallel_bars,0.5114572,horizontal_bar,0.48793536,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/003.jpg
1803,parallel bar,balance_beam,0.8851144,parallel_bars,0.085967384,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/017.jpg
1804,parallel bar,horizontal_bar,0.48587397,parallel_bars,0.23130031,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/029.jpg
1805,parallel bar,parallel_bars,0.9567904,horizontal_bar,0.042248193,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/001.jpg
1806,parallel bar,stage,0.9162065,torch,0.03970679,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/015.jpg
1807,parallel bar,horizontal_bar,0.677491,parallel_bars,0.32204598,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/014.jpg
1808,parallel bar,monitor,0.07548116,toyshop,0.06606796,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/028.jpg
1809,parallel bar,parallel_bars,0.98948014,horizontal_bar,0.010508289,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/004.jpg
1810,parallel bar,horizontal_bar,0.4234719,parallel_bars,0.24781285,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/010.jpg
1811,parallel bar,balance_beam,0.6106503,parallel_bars,0.37100172,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/038.jpg
1812,parallel bar,parallel_bars,0.9166401,horizontal_bar,0.08333374,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/039.jpg
1813,parallel bar,horizontal_bar,0.2903009,restaurant,0.2336349,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/011.jpg
1814,parallel bar,horizontal_bar,0.54410493,parallel_bars,0.36487907,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/005.jpg
1815,parallel bar,parallel_bars,0.6770998,horizontal_bar,0.31018934,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/013.jpg
1816,parallel bar,balance_beam,0.9701672,parallel_bars,0.021906152,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/007.jpg
1817,parallel bar,scoreboard,0.64284533,bell_cote,0.04410404,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/006.jpg
1818,parallel bar,parallel_bars,0.79087716,horizontal_bar,0.18035625,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/012.jpg
1819,parallel bar,balance_beam,0.31075045,parallel_bars,0.29039308,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/129.jpg
1820,parallel bar,balance_beam,0.7405737,horizontal_bar,0.13352127,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/101.jpg
1821,parallel bar,parallel_bars,0.9737229,horizontal_bar,0.02565073,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/115.jpg
1822,parallel bar,horizontal_bar,0.5764578,parallel_bars,0.31704712,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/049.jpg
1823,parallel bar,horizontal_bar,0.7423883,parallel_bars,0.25761092,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/075.jpg
1824,parallel bar,parallel_bars,0.8003339,balance_beam,0.10738507,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/061.jpg
1825,parallel bar,parallel_bars,0.739117,balance_beam,0.15875918,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/060.jpg
1826,parallel bar,container_ship,0.4804625,parallel_bars,0.34135753,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/074.jpg
1827,parallel bar,parallel_bars,0.97831845,horizontal_bar,0.02128909,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/048.jpg
1828,parallel bar,parallel_bars,0.96376914,horizontal_bar,0.034566306,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/114.jpg
1829,parallel bar,horizontal_bar,0.74514496,parallel_bars,0.13949028,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/parallel bar/100.jpg
1830,pole climbing,pole,0.9762363,flagpole,0.017852074,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/016.jpg
1831,pole climbing,pole,0.8876612,obelisk,0.026835918,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/002.jpg
1832,pole climbing,pole,0.94080484,swing,0.022889165,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/003.jpg
1833,pole climbing,pole,0.28329137,stretcher,0.22690882,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/017.jpg
1834,pole climbing,pole,0.93089026,chain_saw,0.06055781,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/029.jpg
1835,pole climbing,cliff,0.35520038,pole,0.24361818,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/001.jpg
1836,pole climbing,pole,0.9982547,totem_pole,0.00052381627,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/015.jpg
1837,pole climbing,guillotine,0.28870118,pole,0.18594249,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/014.jpg
1838,pole climbing,ski,0.4757606,pole,0.3459744,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/028.jpg
1839,pole climbing,pelican,0.124119036,barracouta,0.1162228,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/004.jpg
1840,pole climbing,pole,0.9890988,flagpole,0.004547583,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/010.jpg
1841,pole climbing,pole,0.31827357,shower_curtain,0.15646079,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/038.jpg
1842,pole climbing,pole,0.98627895,horizontal_bar,0.0032358353,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/039.jpg
1843,pole climbing,pole,0.54400027,flagpole,0.26094174,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/011.jpg
1844,pole climbing,pole,0.9946002,obelisk,0.0017435403,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/005.jpg
1845,pole climbing,pole,0.9851496,totem_pole,0.008878975,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/013.jpg
1846,pole climbing,bow,0.24431573,pole,0.12801784,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/007.jpg
1847,pole climbing,pole,0.99069375,pedestal,0.002571597,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/006.jpg
1848,pole climbing,pole,0.78788435,ski,0.20151429,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/012.jpg
1849,pole climbing,pole,0.99527717,horizontal_bar,0.004238173,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/101.jpg
1850,pole climbing,pole,0.88053733,horizontal_bar,0.069136016,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/115.jpg
1851,pole climbing,pole,0.96024233,ski,0.009030988,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/049.jpg
1852,pole climbing,pole,0.9239966,flagpole,0.024028828,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/075.jpg
1853,pole climbing,knee_pad,0.24581961,sax,0.22153758,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/061.jpg
1854,pole climbing,pole,0.9346592,horizontal_bar,0.017736867,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/060.jpg
1855,pole climbing,pole,0.99685186,barbell,0.0013094931,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/074.jpg
1856,pole climbing,balance_beam,0.21809176,pole,0.105431914,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/048.jpg
1857,pole climbing,pole,0.7650515,swing,0.13435519,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/114.jpg
1858,pole climbing,pole,0.96315134,horizontal_bar,0.0065660668,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/100.jpg
1859,pole climbing,swing,0.9306001,horizontal_bar,0.03815362,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole climbing/116.jpg
1860,pole dancing,brassiere,0.30704206,swimming_trunks,0.18641736,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/016.jpg
1861,pole dancing,pole,0.99923563,volleyball,0.00036105196,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/002.jpg
1862,pole dancing,pole,0.8560702,horizontal_bar,0.08813529,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/003.jpg
1863,pole dancing,pole,0.77783126,miniskirt,0.075137295,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/017.jpg
1864,pole dancing,pole,0.40538198,horizontal_bar,0.39329806,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/029.jpg
1865,pole dancing,pole,0.4656198,gown,0.185538,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/001.jpg
1866,pole dancing,pole,0.9844654,brassiere,0.009095886,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/015.jpg
1867,pole dancing,pole,0.8669519,horizontal_bar,0.085198574,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/014.jpg
1868,pole dancing,pole,0.9105454,horizontal_bar,0.070236094,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/028.jpg
1869,pole dancing,pole,0.99746644,horizontal_bar,0.0014486521,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/004.jpg
1870,pole dancing,pole,0.9881165,horizontal_bar,0.008936002,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/010.jpg
1871,pole dancing,pole,0.935156,horizontal_bar,0.009441278,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/038.jpg
1872,pole dancing,horizontal_bar,0.83998024,pole,0.14652178,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/039.jpg
1873,pole dancing,pole,0.7720248,balance_beam,0.1797827,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/011.jpg
1874,pole dancing,unicycle,0.4555513,pole,0.25457448,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/005.jpg
1875,pole dancing,pole,0.96108013,balance_beam,0.022934237,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/013.jpg
1876,pole dancing,trombone,0.868623,pole,0.06937446,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/007.jpg
1877,pole dancing,parallel_bars,0.5084744,pole,0.34057558,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/006.jpg
1878,pole dancing,pole,0.39052105,sandal,0.23813932,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/012.jpg
1879,pole dancing,pole,0.85008454,bikini,0.06910279,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/101.jpg
1880,pole dancing,pole,0.8563426,balance_beam,0.06617116,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/049.jpg
1881,pole dancing,pole,0.5820076,balance_beam,0.30462533,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/075.jpg
1882,pole dancing,pole,0.90924084,prison,0.032434594,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/061.jpg
1883,pole dancing,pole,0.46171367,book_jacket,0.18852167,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/060.jpg
1884,pole dancing,pole,0.6668489,carousel,0.23090097,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/074.jpg
1885,pole dancing,pole,0.9799222,horizontal_bar,0.009124693,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/048.jpg
1886,pole dancing,parallel_bars,0.33161902,pole,0.26232272,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/100.jpg
1887,pole dancing,pole,0.9804982,parallel_bars,0.009001684,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/102.jpg
1888,pole dancing,pole,0.5172939,horizontal_bar,0.41872483,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/089.jpg
1889,pole dancing,balance_beam,0.38356346,horizontal_bar,0.36269996,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole dancing/062.jpg
1890,pole vault,flagpole,0.97296697,pole,0.02442705,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/016.jpg
1891,pole vault,swing,0.6167812,pole,0.12835646,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/002.jpg
1892,pole vault,pole,0.60274774,parachute,0.121410474,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/003.jpg
1893,pole vault,swing,0.9143463,horizontal_bar,0.071755365,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/017.jpg
1894,pole vault,pole,0.98513955,horizontal_bar,0.013825907,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/029.jpg
1895,pole vault,pole,0.2848534,trombone,0.13508224,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/001.jpg
1896,pole vault,flagpole,0.43876544,cliff,0.26620057,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/015.jpg
1897,pole vault,horizontal_bar,0.6342048,pole,0.1902921,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/014.jpg
1898,pole vault,pole,0.93772507,horizontal_bar,0.056913473,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/028.jpg
1899,pole vault,pole,0.29415622,horizontal_bar,0.27909443,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/004.jpg
1900,pole vault,pole,0.837325,horizontal_bar,0.114275284,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/010.jpg
1901,pole vault,pole,0.6424162,horizontal_bar,0.3102232,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/038.jpg
1902,pole vault,flagpole,0.9286842,pole,0.04734277,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/039.jpg
1903,pole vault,pole,0.3615224,bow,0.3379701,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/011.jpg
1904,pole vault,horizontal_bar,0.4146118,bow,0.39125228,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/005.jpg
1905,pole vault,balance_beam,0.38757658,horizontal_bar,0.3180896,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/013.jpg
1906,pole vault,baseball,0.3324707,ballplayer,0.08216597,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/007.jpg
1907,pole vault,horizontal_bar,0.6645818,pole,0.24071072,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/006.jpg
1908,pole vault,flagpole,0.5430956,pole,0.23767532,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/012.jpg
1909,pole vault,pole,0.553809,horizontal_bar,0.4338506,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/129.jpg
1910,pole vault,golfcart,0.27105644,grand_piano,0.13941497,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/101.jpg
1911,pole vault,balance_beam,0.3322116,pole,0.13607347,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/115.jpg
1912,pole vault,pole,0.9574445,swing,0.0087864315,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/049.jpg
1913,pole vault,balance_beam,0.40650198,bow,0.18794264,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/075.jpg
1914,pole vault,horizontal_bar,0.87952787,pole,0.07871621,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/061.jpg
1915,pole vault,pole,0.7433259,horizontal_bar,0.11722346,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/060.jpg
1916,pole vault,parallel_bars,0.7821221,basketball,0.08724815,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/074.jpg
1917,pole vault,pole,0.5087468,crutch,0.1767076,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/048.jpg
1918,pole vault,pole,0.6859605,maypole,0.10066829,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/114.jpg
1919,pole vault,pole,0.1725201,racket,0.16986163,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/pole vault/100.jpg
1920,polo,bow,0.34739906,bearskin,0.27439573,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/016.jpg
1921,polo,Irish_wolfhound,0.31781566,borzoi,0.087401144,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/002.jpg
1922,polo,sorrel,0.52149004,Arabian_camel,0.1598174,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/003.jpg
1923,polo,sorrel,0.6540827,cowboy_hat,0.04942257,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/017.jpg
1924,polo,bearskin,0.4911174,shield,0.24407041,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/149.jpg
1925,polo,parachute,0.6547788,alp,0.050713878,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/029.jpg
1926,polo,Arabian_camel,0.5715353,horse_cart,0.19231631,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/001.jpg
1927,polo,parachute,0.22751373,Arabian_camel,0.16561434,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/015.jpg
1928,polo,bearskin,0.3746728,shield,0.30286798,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/014.jpg
1929,polo,parachute,0.31692111,sorrel,0.29871553,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/028.jpg
1930,polo,parachute,0.4390159,bow,0.090325505,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/148.jpg
1931,polo,shield,0.33056507,breastplate,0.11119654,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/004.jpg
1932,polo,flagpole,0.2904425,pole,0.18732107,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/010.jpg
1933,polo,Arabian_camel,0.21286412,breastplate,0.12474934,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/038.jpg
1934,polo,horse_cart,0.37002653,Arabian_camel,0.3216033,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/039.jpg
1935,polo,cowboy_hat,0.13121048,Arabian_camel,0.11652497,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/011.jpg
1936,polo,shield,0.2122319,parachute,0.17456822,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/005.jpg
1937,polo,bearskin,0.5930512,alp,0.15446354,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/013.jpg
1938,polo,shield,0.26887828,drum,0.169148,/Users/matuskocian/PycharmProjects/ZADANIA/zad-3/train/polo/007.jpg
